V1,B1GH,B1GL,B1UH,B1UL,B2GH,B2GL,B2UH,B2UL,I1GH,I1GL,I1UH,I1UL,I2GH,I2GL,I2UH,I2UL,K1GH,K1GL,K1UH,K1UL,K2GH,K2GL,K2UH,K2UL
807,0.50200278,0.676333814,0.478943255,0.466871789,0.497372577,0.478164731,0.538803288,0.480993641,0.512784634,0.529942144,0.576972839,0.442424633,0.515283344,0.662925597,0.556298649,0.748108769,0.586412869,0.367479425,0.464684311,0.559137123,0.567224431,0.563999535,0.692819884,0.548128537
808,0.70276603,0.370261756,0.403381022,0.591774507,0.486310088,0.553327602,0.456670049,0.600057438,0.456330834,0.603034636,0.596567478,0.436041525,0.566655888,0.472443511,0.522407147,0.386015953,0.758100794,0.409006204,0.664364528,0.585007773,0.551018049,0.48452063,0.462702476,0.584889447
809,0.629141339,0.534391364,0.351822713,0.348992245,0.502563001,0.557634942,0.371180404,0.600974632,0.626552383,0.525856553,0.489010245,0.514129216,0.52200152,0.573462198,0.424324879,0.560772935,0.512270049,0.526659302,0.357496761,0.699938656,0.564420302,0.431238431,0.507739642,0.678542213
810,0.367048066,0.570971484,0.724367202,0.598380045,0.295663129,0.665849607,0.44510315,0.344191069,0.499052443,0.538201536,0.500798794,0.475709034,0.60643444,0.466737793,0.632496215,0.523245444,0.519208647,0.732201857,0.609752361,0.46330489,0.615610109,0.546971646,0.513625334,0.604339424
811,0.368131487,0.55071501,0.512465693,0.256116719,0.492939331,0.467868624,0.25574306,0.617538368,0.62611355,0.672762706,0.540883068,0.446054617,0.582487872,0.630523122,0.599892497,0.487769067,0.481017186,0.751053435,0.402097793,0.589158961,0.478862212,0.822190778,0.580656108,0.477973092
812,0.525026714,0.521304329,0.680124127,0.369490155,0.527133822,0.388484174,0.564050988,0.461831796,0.47558003,0.505776729,0.494873195,0.5267755,0.497870393,0.627175015,0.290906728,0.534716102,0.389939236,0.518630995,0.562663348,0.518733938,0.467657344,0.650620996,0.585066854,0.626214715
813,0.515138046,0.474352426,0.472598381,0.511946705,0.647216575,0.444554732,0.559169885,0.463189372,0.55050768,0.718858347,0.590140906,0.393139973,0.498537032,0.4440192,0.481135943,0.610521343,0.614643413,0.619978247,0.580755659,0.446130769,0.620480608,0.607842639,0.692926167,0.612520998
814,0.29682445,0.468347756,0.734886261,0.529292187,0.51458465,0.442596375,0.666529893,0.550420525,0.418556977,0.5682834,0.584781663,0.616853333,0.496508584,0.371901384,0.463195709,0.665744621,0.459755892,0.57462958,0.384511574,0.517496727,0.48319161,0.623085242,0.563949607,0.551488123
815,0.488762995,0.594431215,0.597245036,0.495215723,0.532012122,0.525393773,0.733034195,0.540523451,0.402715953,0.56742484,0.594438163,0.495448749,0.672325809,0.618045506,0.593066389,0.510186159,0.572399502,0.60572804,0.649483013,0.521583205,0.557870882,0.40354319,0.527005118,0.397333503
816,0.580540385,0.410187976,0.818703845,0.696806034,0.713972456,0.758307997,0.616452422,0.408831354,0.4356288,0.468284216,0.66472014,0.361008773,0.418014666,0.478787471,0.533358478,0.558046027,0.658375052,0.696425643,0.72946495,0.735400471,0.613104001,0.481902599,0.509326606,0.476669199
817,0.68867726,0.526882325,0.76228393,0.637131532,0.386537454,0.564438693,0.540027864,0.545990421,0.562555701,0.331845365,0.524475923,0.410632699,0.336381405,0.566708936,0.492627187,0.68275339,0.340901499,0.554431612,0.81422376,0.370217429,0.687723354,0.522749326,0.575700949,0.414676617
818,0.58181322,0.41115857,0.492235526,0.473794206,0.679750592,0.602379131,0.516546738,0.466031441,0.601333382,0.50437535,0.511293539,0.501050143,0.546692991,0.746886208,0.58899113,0.675013669,0.585415179,0.501705635,0.150856594,0.658756176,0.617389046,0.507104979,0.580479239,0.659291246
819,0.567998273,0.437890364,0.531898278,0.554877243,0.565963169,0.623696347,0.476447595,0.491190724,0.601636866,0.51770802,0.577626171,0.544524444,0.442678778,0.648177923,0.380669666,0.534009426,0.545356557,0.484717858,0.662416114,0.45234643,0.60841343,0.623399947,0.493607988,0.571835797
820,0.567998273,0.437890364,0.531898278,0.554877243,0.565963169,0.623696347,0.476447595,0.491190724,0.601636866,0.51770802,0.577626171,0.544524444,0.442678778,0.648177923,0.380669666,0.534009426,0.545356557,0.484717858,0.662416114,0.45234643,0.60841343,0.623399947,0.493607988,0.571835797
821,0.4996474,0.471139597,0.332818167,0.741413762,0.520937621,0.485824126,0.530982066,0.490060602,0.568425568,0.60099296,0.471182004,0.671406519,0.536025774,0.478273847,0.587655667,0.421657216,0.658550858,0.484598509,0.497143508,0.505782517,0.326484697,0.671938054,0.53442734,0.294522434
822,0.660967188,0.584091032,0.51975872,0.549031301,0.613337519,0.64142974,0.636144944,0.623993007,0.53470688,0.509115917,0.586711595,0.477376116,0.46842438,0.496395511,0.65758532,0.477841157,0.502766493,0.501813049,0.144123733,0.54851427,0.828410626,0.239499645,0.424849008,0.57979024
823,0.406193445,0.650290645,0.553524806,0.491497398,0.437631031,0.743004475,0.799502315,0.435483373,0.51063204,0.683816675,0.504968617,0.435907652,0.434245458,0.551342604,0.352578627,0.572466048,0.698836828,0.721159519,0.583152648,0.56158982,0.417290221,0.257540616,0.395613027,0.48280706
824,0.504906794,0.552290084,0.655870211,0.411113999,0.611533722,0.586070785,0.514689234,0.647371668,0.516152397,0.507179351,0.528736363,0.529423858,0.596218335,0.517330279,0.458811599,0.377521819,0.573109723,0.475109093,0.561501894,0.469997934,0.623318138,0.726319933,0.750250322,0.479771913
825,0.497454428,0.685560615,0.751558156,0.614178528,0.581267238,0.482951779,0.554132686,0.569307748,0.468355109,0.448860179,0.566353521,0.650537911,0.532874783,0.534664667,0.511919083,0.643577987,0.496301878,0.590653624,0.415777593,0.332922783,0.626370851,0.567340727,0.493156357,0.661083417
826,0.424160404,0.397167584,0.483203342,0.586327693,0.577695301,0.534017851,0.617358102,0.560005094,0.709258709,0.368652302,0.597148451,0.491722756,0.625145377,0.495808694,0.362549341,0.632103602,0.635519325,0.476518259,0.574754412,0.588114995,0.570466699,0.570763364,0.697404935,0.637308802
827,0.481136228,0.396425619,0.591642888,0.445880166,0.535492503,0.636487891,0.608473154,0.533249305,0.591795298,0.469517646,0.590691779,0.599817339,0.580645671,0.574268552,0.479265984,0.45246945,0.538432096,0.735205609,0.678734166,0.407015655,0.569600672,0.521465653,0.460877789,0.5902777
828,0.553711401,0.443694713,0.561937053,0.751551594,0.656613008,0.46222008,0.508537648,0.603279773,0.673723463,0.686270977,0.46014634,0.515019715,0.686440617,0.436368735,0.65233613,0.744442566,0.808171604,0.473307722,0.727979944,0.382618676,0.54871958,0.575539846,0.474504423,0.528538798
829,0.376339171,0.588086933,0.486963793,0.412987302,0.799062645,0.488757106,0.722581583,0.578677097,0.508514067,0.570941264,0.513684293,0.414697021,0.563168897,0.501376325,0.456041809,0.535648928,0.661881321,0.613854598,0.615626665,0.492660071,0.48306836,0.545250477,0.592894531,0.566755579
830,0.493842961,0.706588818,0.530498051,0.542461128,0.497168165,0.617079669,0.636772541,0.540842284,0.506063425,0.542254183,0.701364136,0.49448546,0.637089475,0.592921741,0.816658164,0.480305428,0.495854333,0.519551717,0.488369219,0.322755857,0.514114881,0.501842261,0.499070426,0.50376807
831,0.661753927,0.652578066,0.544822725,0.501901241,0.621721373,0.495747837,0.680708779,0.362578162,0.454498685,0.449393701,0.582702345,0.565155513,0.64359764,0.590075894,0.339304548,0.406647234,0.553427862,0.689676341,0.578116949,0.425496047,0.462456047,0.519175322,0.531579067,0.793588578
832,0.634215281,0.452925283,0.484178672,0.388537102,0.624430504,0.525978832,0.613807588,0.601968427,0.608989385,0.401896582,0.704539138,0.515443482,0.548785571,0.59154425,0.448627161,0.624117776,0.729723787,0.575727715,0.711061536,0.534155008,0.325705687,0.687677644,0.406587579,0.464417456
833,0.595419811,0.521055645,0.71239,0.709827117,0.308240157,0.583744745,0.594058866,0.569243644,0.465680696,0.559072769,0.390758734,0.609859941,0.579714943,0.561888155,0.605803432,0.627470224,0.52361034,0.657188883,0.456224631,0.600590662,0.528548976,0.699809321,0.305532459,0.715662487
834,0.409659769,0.521730808,0.30356675,0.317607109,0.484108137,0.286439393,0.531166867,0.452082609,0.476757668,0.391523797,0.458978085,0.648735319,0.582929961,0.516912089,0.563174828,0.699181741,0.557592846,0.627608125,0.636179371,0.563577751,0.630720724,0.517189594,0.600739233,0.312656853
835,0.494058809,0.539208274,0.262025227,0.65938264,0.65656855,0.540620169,0.739494092,0.573680339,0.577125814,0.459405197,0.451910687,0.556469239,0.388559742,0.636206384,0.526128153,0.437767994,0.339423128,0.69419891,0.381336487,0.535982836,0.65798006,0.691300365,0.502485633,0.425379544
836,0.480355482,0.639684588,0.517386843,0.668594515,0.456498321,0.573261317,0.496335362,0.580068957,0.663136638,0.57285994,0.469007775,0.577100133,0.445789756,0.584534661,0.901973123,0.506092403,0.476363219,0.516023282,0.431842705,0.475129687,0.333330054,0.389294348,0.555899529,0.497972373
837,0.462368942,0.41728623,0.543049307,0.571450635,0.469310737,0.547807233,0.422939376,0.423820635,0.555013417,0.373619729,0.549595406,0.376085091,0.581818499,0.503666056,0.547303686,0.590505129,0.332670983,0.66608191,0.592955793,0.417808243,0.520068841,0.575048492,0.480621491,0.541326249
838,0.655532721,0.531493204,0.564780237,0.516536875,0.533859916,0.640915191,0.5396103,0.546318414,0.433643204,0.51835241,0.530808362,0.490281845,0.488474097,0.562246981,0.780268784,0.556418191,0.475930589,0.588638159,0.312514213,0.363120834,0.432094033,0.610627911,0.846231954,0.657631764
839,0.634439386,0.490844078,0.612036009,0.421127884,0.471542445,0.70279049,0.581449933,0.575132152,0.550298016,0.447140112,0.569865962,0.355403057,0.458469656,0.534932967,0.580897204,0.65559321,0.4981428,0.418466047,0.37459358,0.549510432,0.621332961,0.481528551,0.583788309,0.631161676
840,0.598422565,0.641904202,0.541544744,0.624099604,0.414817969,0.566620424,0.530786806,0.377108762,0.589394698,0.336072684,0.476231494,0.566438015,0.436169088,0.437106544,0.494483187,0.478222819,0.554154858,0.603535397,0.529475468,0.532835522,0.390390313,0.57546735,0.684766555,0.455045962
841,0.502779961,0.749948835,0.56979107,0.315573851,0.458643607,0.555703339,0.527930494,0.480884826,0.53550254,0.406869439,0.594719374,0.439464997,0.586431583,0.492679911,0.483843277,0.567854131,0.428700672,0.498789163,0.434068376,0.430184855,0.645733918,0.480405723,0.525978977,0.608104026
842,0.488296095,0.42410969,0.430153978,0.563921656,0.691536649,0.649882354,0.513083832,0.656558916,0.500581515,0.594211213,0.485421171,0.604472753,0.38360883,0.573885616,0.44597451,0.429190924,0.562617368,0.585716658,0.520045037,0.863492733,0.516502388,0.516663629,0.539659841,0.469804026
843,0.545592634,0.669573893,0.821449972,0.504318638,0.399133258,0.502621854,0.768213017,0.375206311,0.571642707,0.671905481,0.597217319,0.360883937,0.505401362,0.553783713,0.464014984,0.531547903,0.555837525,0.606456523,0.859774459,0.495323115,0.488185963,0.459276755,0.450004413,0.506978974
844,0.587101769,0.333138821,0.575055006,0.564652912,0.743136101,0.551069593,0.558550622,0.578532788,0.515330027,0.441683326,0.659316293,0.594681169,0.42987951,0.619054482,0.502362844,0.463139362,0.516558606,0.399583005,0.362363421,0.648681944,0.424774168,0.53965477,0.382916334,0.571759479
845,0.402054283,0.567129273,0.536658161,0.629911577,0.53698819,0.599951094,0.440756885,0.68739491,0.439394413,0.424854474,0.47891004,0.622160356,0.408553774,0.497581355,0.527611852,0.521200163,0.888130777,0.732936224,0.516956072,0.660968098,0.700331143,0.482320063,0.475605322,0.56132521
846,0.497697081,0.617805678,0.64368709,0.430915436,0.412975925,0.459717177,0.492031401,0.331410716,0.772667943,0.570107277,0.523485435,0.574812719,0.589355685,0.590261558,0.537225634,0.559152209,0.594615552,0.714409847,0.373794363,0.477924638,0.405454905,0.577382855,0.650845282,0.556048247
847,0.570332508,0.340920401,0.494196884,0.546991018,0.731321023,0.40485255,0.541655401,0.600809932,0.532580347,0.551911978,0.580895481,0.706152601,0.56313108,0.503556556,0.562777452,0.489767828,0.481043125,0.568851021,0.617892534,0.524031675,0.391644638,0.559074218,0.47439905,0.48348922
848,0.473551639,0.548101456,0.332474986,0.372805942,0.523477948,0.535213707,0.393495427,0.45765408,0.595399002,0.550100522,0.416632107,0.511321288,0.518823068,0.510001906,0.682834926,0.661653951,0.546152712,0.812301716,0.344979696,0.671017543,0.643347321,0.667704909,0.540072171,0.406753128
849,0.635525056,0.713968632,0.619244516,0.460361636,0.593094752,0.540422308,0.366140635,0.486944049,0.601151427,0.504642091,0.513632292,0.626276634,0.609963983,0.451874087,0.658930362,0.62003946,0.651892839,0.729515784,0.440040451,0.540816432,0.501665146,0.648204535,0.486034259,0.358605835
850,0.526065179,0.57316021,0.566153901,0.610795664,0.580960766,0.440000214,0.599798144,0.359642711,0.602303643,0.496366303,0.591601444,0.652590183,0.471153105,0.567130366,0.393104463,0.613712809,0.505754433,0.513108829,0.543710908,0.398512269,0.65549057,0.452198308,0.431639053,0.641480134
851,0.501971414,0.59211568,0.563893193,0.774880405,0.375600091,0.695710495,0.690344759,0.510433519,0.552019741,0.536439134,0.526667727,0.578532907,0.513048259,0.574221375,0.730104521,0.538177304,0.691721511,0.525560705,0.472846663,0.524738074,0.414739385,0.675083777,0.513566513,0.359323112
852,0.454214621,0.519954591,0.431158139,0.281765053,0.593908962,0.5278758,0.527648073,0.448047635,0.369557071,0.537569004,0.517110411,0.450989896,0.44178706,0.690055354,0.381145189,0.478889867,0.404752011,0.48181946,0.470011957,0.406490198,0.602366611,0.434882231,0.450036581,0.666321844
853,0.349893105,0.479422517,0.495754701,0.342674852,0.528888831,0.679073914,0.699585817,0.423243417,0.578785679,0.455860088,0.549056055,0.701313672,0.404980091,0.602343927,0.53351679,0.646857125,0.564318246,0.351741738,0.579483839,0.34098305,0.52161583,0.484577397,0.413076718,0.578823711
854,0.538582642,0.555827384,0.589099453,0.454508316,0.62628905,0.440539648,0.524743088,0.485233326,0.614828671,0.436799518,0.544467791,0.645961265,0.442435074,0.459027337,0.809919073,0.570099903,0.51305547,0.570193715,0.680586017,0.446595039,0.498880257,0.445385423,0.64163066,0.433210636
855,0.617166976,0.53851958,0.553599678,0.714894923,0.584563627,0.604229986,0.547179315,0.486672631,0.427226671,0.430793248,0.485523179,0.559395865,0.479807994,0.527888301,0.388924204,0.628167747,0.288333579,0.482879265,0.765783935,0.506860678,0.534394,0.692298994,0.530665163,0.596777335
856,0.355182316,0.420800095,0.675778357,0.712271214,0.483619465,0.550410241,0.688751501,0.446039565,0.494661888,0.533356452,0.628714416,0.432282502,0.406158233,0.632868631,0.532240174,0.546879117,0.544512044,0.345117638,0.577324205,0.664789089,0.690888327,0.35191202,0.502131417,0.422643594
857,0.469188288,0.536371009,0.474448641,0.546746371,0.609108557,0.644959687,0.416015863,0.381804769,0.492775579,0.589024959,0.601271118,0.557960684,0.521796395,0.580490478,0.50736611,0.489425792,0.599661462,0.571836276,0.304229277,0.457235163,0.62026445,0.488958081,0.318946432,0.505283318
858,0.427282159,0.601608462,0.676142821,0.535399155,0.466772558,0.652496042,0.470924594,0.602073338,0.665722964,0.666098643,0.519799611,0.399373374,0.405275743,0.50617881,0.340389157,0.476283386,0.801285428,0.625677125,0.416469256,0.643278533,0.517954418,0.31954659,0.556937131,0.436698453
859,0.590385476,0.450921687,0.399420749,0.267401872,0.656567055,0.557650795,0.569634896,0.456468826,0.655238248,0.33281487,0.677311378,0.529068695,0.523629042,0.519042174,0.731523416,0.601346091,0.605409682,0.415667755,0.727750419,0.547825092,0.461302502,0.547956874,0.544273562,0.473525976
860,0.441418606,0.491428917,0.616587448,0.598743051,0.395199573,0.51765021,0.607952726,0.595671926,0.599848728,0.50736561,0.613024435,0.510760934,0.559980103,0.444702855,0.538870638,0.404949225,0.503005195,0.568079601,0.828976843,0.549685213,0.585465446,0.521258915,0.475547713,0.635785619
861,0.534888183,0.366459126,0.673227176,0.548864111,0.264435929,0.463082082,0.629524935,0.529002339,0.49310607,0.535089887,0.471545849,0.562809673,0.511508177,0.622296667,0.602950188,0.692400647,0.724355264,0.581428443,0.759230847,0.563560483,0.518008961,0.768636447,0.619387386,0.494521921
862,0.427682877,0.668492364,0.381089356,0.593832972,0.606035099,0.467033283,0.457994792,0.670049966,0.597983959,0.342855649,0.621096958,0.517579189,0.631630466,0.645154367,0.773430807,0.455975203,0.396479901,0.473431101,0.406252664,0.592131713,0.402329935,0.522389453,0.396164752,0.606529194
863,0.406778458,0.72956228,0.503507613,0.56621692,0.545981286,0.401887566,0.385671428,0.603746587,0.441856943,0.572301632,0.522837023,0.557864832,0.69837272,0.508100615,0.525124027,0.584977728,0.681338676,0.516791002,0.613279164,0.447614548,0.487417927,0.562621667,0.441733061,0.759458469
864,0.621971832,0.426313497,0.546312715,0.462142898,0.510971478,0.45174936,0.330394244,0.580515545,0.605546817,0.497604166,0.587201077,0.533706015,0.439555686,0.604992861,0.335442131,0.540664212,0.459829503,0.70482934,0.63044609,0.577244562,0.469689646,0.501353075,0.723044492,0.544883217
865,0.582853757,0.650439752,0.528324882,0.453394967,0.622279395,0.689509156,0.669174866,0.555411825,0.456053094,0.625396089,0.435394553,0.385245586,0.42996582,0.571564708,0.442529429,0.642927223,0.601331719,0.59795754,0.588888547,0.68143751,0.49703329,0.612431509,0.453690867,0.490320125
866,0.394881205,0.531032614,0.579500287,0.728382539,0.658550534,0.40211071,0.431588014,0.613742738,0.599540298,0.593276977,0.451381294,0.33060584,0.640427125,0.495357041,0.449551303,0.590938464,0.499020096,0.661827207,0.177392117,0.639232545,0.42274847,0.551432546,0.632397704,0.548473617
867,0.633266821,0.647208369,0.515300134,0.624327372,0.41491911,0.647596718,0.738791739,0.553770354,0.544527289,0.29356166,0.559773994,0.429949725,0.450420532,0.614069857,0.260160806,0.787557962,0.60176582,0.559107787,0.656906247,0.454806483,0.524272725,0.37888566,0.464999802,0.560567343
868,0.511329914,0.615909463,0.682114529,0.465691696,0.579351147,0.530321485,0.392633017,0.565267341,0.503973665,0.382574388,0.426234866,0.48089951,0.505551144,0.53079246,0.404977767,0.416998415,0.519423064,0.676550965,0.569522085,0.403252725,0.571497253,0.478218117,0.632963139,0.485163627
869,0.554613741,0.692919658,0.51561916,0.39131453,0.573713483,0.599513395,0.74091139,0.356819786,0.511232659,0.59493139,0.425479724,0.529212377,0.628220101,0.408617992,0.604152239,0.538945294,0.510337217,0.663808325,0.506946831,0.527755102,0.518415444,0.598723768,0.652828686,0.476976047
870,0.571700471,0.374527474,0.462236703,0.740027504,0.609270532,0.616443223,0.473268264,0.48034479,0.464076586,0.492584651,0.468573009,0.420221769,0.522912702,0.409160077,0.694019834,0.594869571,0.535608088,0.483641053,0.518093984,0.427602469,0.694588286,0.691593511,0.749812138,0.578915874
871,0.533105823,0.527268559,0.549256348,0.475271172,0.194945765,0.489458297,0.454117664,0.662444627,0.661392321,0.459629372,0.506641575,0.649704003,0.623128255,0.3782516,0.780472134,0.573506693,0.561684283,0.580167897,0.69353805,0.470986259,0.513949815,0.524998966,0.659737196,0.564283084
872,0.448834845,0.552694397,0.404189305,0.496044379,0.390540402,0.635302402,0.606916396,0.431427366,0.548491503,0.532011588,0.530745939,0.493369003,0.527990828,0.478743211,0.650869433,0.490856315,0.483539209,0.507934131,0.379286325,0.574188753,0.456278216,0.647941928,0.612438054,0.497122439
873,0.522606641,0.647353071,0.34382296,0.417703811,0.471785517,0.612685763,0.592382651,0.477311685,0.54553371,0.552555049,0.652284471,0.689708947,0.646877726,0.613601377,0.525052781,0.633446219,0.801128099,0.4784702,0.677620793,0.630733816,0.565101469,0.624766724,0.55037037,0.589587518
874,0.509203742,0.51118765,0.563429625,0.410322999,0.586575691,0.528509888,0.591354983,0.476316481,0.640829518,0.472401026,0.584098629,0.584194358,0.60298379,0.498314081,0.607349999,0.618143249,0.741768567,0.593809917,0.605167276,0.374781976,0.478225716,0.47454291,0.562139075,0.380002145
875,0.729860282,0.592682122,0.55639187,0.229242112,0.526348719,0.748897234,0.45899301,0.516449747,0.499439369,0.48934693,0.472834865,0.543861856,0.512797918,0.55885647,0.796646838,0.617408687,0.712764411,0.373901798,0.598088605,0.452421453,0.629743781,0.503049441,0.570247948,0.520140692
876,0.615255912,0.416329622,0.60165621,0.35801352,0.417587975,0.482714951,0.708626664,0.569292642,0.48015444,0.64874541,0.430084331,0.357485894,0.472902831,0.557727318,0.47254737,0.47914748,0.611686464,0.609669394,0.747769885,0.457498132,0.322862749,0.443890353,0.594451181,0.594116322
877,0.409404761,0.514880467,0.513768015,0.435994097,0.471977899,0.687867721,0.403130191,0.632741337,0.6564912,0.622508423,0.619252564,0.486562951,0.578900317,0.517405494,0.726433828,0.530647022,0.551228567,0.657490061,0.654681635,0.511792365,0.481854757,0.701698136,0.552258575,0.518242555
878,0.57342127,0.467704628,0.699175315,0.480372018,0.503942334,0.350974715,0.52861622,0.581479821,0.411215865,0.374922243,0.503722515,0.579973348,0.53538102,0.593877129,0.528947273,0.453079405,0.672431652,0.646062568,0.620848214,0.667180239,0.471671423,0.450850364,0.508168531,0.711538903
879,0.45658148,0.741535273,0.713517638,0.475126632,0.633166807,0.447761389,0.58549077,0.523945827,0.561148816,0.479273808,0.528720857,0.508509659,0.348594597,0.673289969,0.612124104,0.588628983,0.80889245,0.570772208,0.478731575,0.663119016,0.582904301,0.502369818,0.419181556,0.524541216
880,0.441381627,0.738030946,0.33431616,0.551062005,0.307969042,0.514359894,0.474934457,0.587180848,0.501723525,0.512697718,0.56075922,0.481186602,0.249811936,0.4554588,0.396911511,0.67912753,0.57146852,0.634409599,0.472750398,0.419675931,0.519372171,0.49996976,0.683912433,0.538481993
881,0.609043691,0.507521862,0.385379663,0.471958033,0.77136735,0.495270793,0.548032256,0.609891293,0.639521513,0.384662681,0.486509566,0.552204059,0.341995331,0.617693343,0.467067388,0.74480784,0.420522628,0.724585584,0.542001736,0.527891038,0.503374443,0.539552916,0.46133872,0.484639001
882,0.583600989,0.481353169,0.47537767,0.448196753,0.540025289,0.578048057,0.476476681,0.761944647,0.516658887,0.518031233,0.747225329,0.373721808,0.559868042,0.542264682,0.832357969,0.409961293,0.439427805,0.577804319,0.350276538,0.490604148,0.524325178,0.495030176,0.541245092,0.48965055
883,0.454226674,0.731217242,0.546383185,0.562228731,0.620198644,0.611255399,0.51322792,0.632959151,0.574442952,0.422992426,0.589229589,0.49779727,0.523210259,0.596266019,0.575108297,0.490259776,0.498041043,0.504268931,0.592670751,0.627963994,0.514617275,0.586175211,0.408525767,0.325996456
884,0.556246074,0.433152501,0.532699214,0.496977761,0.676912267,0.574434252,0.573381235,0.474823755,0.635534302,0.296925648,0.473934927,0.716387636,0.493146231,0.51757125,0.624557192,0.437069695,0.752861782,0.488100194,0.633365529,0.458371254,0.524130115,0.389946064,0.400266195,0.641157846
885,0.461565688,0.329390253,0.634570114,0.669877896,0.558231296,0.505688378,0.754628204,0.444856741,0.610578585,0.435032879,0.575403826,0.475632999,0.421020654,0.406248963,0.594602968,0.507817077,0.574793579,0.459109934,0.456470474,0.605711681,0.704449169,0.604561275,0.756694218,0.366966843
886,0.625429869,0.403017849,0.716283724,0.391069042,0.462620075,0.532688505,0.593213492,0.386464766,0.5307117,0.525133296,0.577431012,0.585278552,0.55683413,0.446953344,0.655081612,0.48781832,0.24050558,0.655798473,0.482965864,0.510538612,0.521617185,0.564159727,0.586508701,0.479033956
887,0.529940293,0.579390279,0.617965337,0.754696885,0.421181239,0.514772867,0.504699094,0.715990655,0.445379863,0.582101939,0.486515271,0.652110156,0.527832053,0.589442013,0.715780645,0.421370057,0.676248494,0.574355351,0.377366821,0.462665978,0.475911035,0.522174225,0.563008374,0.425769925
888,0.378386008,0.754110228,0.455180866,0.814097184,0.354152582,0.656953246,0.579283346,0.478563441,0.577327808,0.57883619,0.618818466,0.531557753,0.632663265,0.431201505,0.31620286,0.57707886,0.762641059,0.487846417,0.247239415,0.539492534,0.394743103,0.520046311,0.450573945,0.672767071
889,0.360006338,0.509795375,0.581810481,0.625784039,0.469549646,0.501082374,0.554363236,0.568438684,0.569043401,0.671804483,0.636646594,0.638253301,0.571395334,0.485131517,0.560491108,0.515428434,0.593113352,0.651360978,0.407182414,0.457993539,0.590855681,0.570136504,0.557341765,0.493411192
890,0.619441271,0.375209534,0.48173575,0.627997894,0.49702441,0.516276361,0.631126482,0.480146796,0.640467145,0.422447348,0.488451672,0.444398041,0.542465134,0.517215628,0.514760221,0.543499305,0.716946453,0.393867327,0.49711528,0.758988371,0.449822975,0.621750954,0.595686331,0.61892339
891,0.547972526,0.546874938,0.602435901,0.53420176,0.54978878,0.506025247,0.340832504,0.37558533,0.44888099,0.560049037,0.443439535,0.471753467,0.832861166,0.553873963,0.506961844,0.6215809,0.673867625,0.346858088,0.683249241,0.598869203,0.665502518,0.576878538,0.521609039,0.392221143
892,0.573500639,0.515792218,0.44225057,0.381590808,0.508628851,0.349736787,0.535822692,0.557893352,0.380117911,0.460324068,0.52521517,0.638467753,0.450392813,0.502739048,0.710926131,0.568365647,0.538441447,0.546035404,0.645910932,0.579145655,0.394879512,0.604298582,0.490272579,0.465462591
893,0.564433997,0.523179119,0.655148909,0.665362742,0.615696884,0.512373585,0.350733593,0.506960597,0.728693019,0.439443452,0.561718416,0.689396267,0.562533606,0.612853848,0.684864769,0.594860892,0.609795271,0.379306288,0.681274401,0.458256574,0.670399912,0.447415592,0.427898734,0.681339646
894,0.554141188,0.612188168,0.731316995,0.681439907,0.424803759,0.68217595,0.56977205,0.593014271,0.604020441,0.590257034,0.652876986,0.508354931,0.608381269,0.514903943,0.521723655,0.397955381,0.70064071,0.510970475,0.468129884,0.511233444,0.447456847,0.647571527,0.400553802,0.234952369
895,0.526526088,0.334378586,0.356395987,0.39935666,0.620605067,0.633565785,0.623670427,0.707394979,0.513700052,0.547190784,0.409867767,0.528017342,0.624183548,0.668154843,0.599010177,0.576655018,0.582973721,0.649153544,0.62210616,0.619301101,0.574317186,0.444488567,0.593818127,0.555032754
896,0.449794657,0.650624328,0.452103711,0.409849623,0.595020333,0.444921352,0.686555404,0.501552421,0.743829856,0.452703384,0.519919031,0.548112667,0.419229338,0.583297145,0.660666526,0.490672883,0.390350254,0.636167119,0.570004985,0.657226671,0.463009412,0.494491867,0.580472116,0.342866384
897,0.395467765,0.422754023,0.577872308,0.445263314,0.578615043,0.526213968,0.694610022,0.453440056,0.491463901,0.537593481,0.526876506,0.757622283,0.358664586,0.446465194,0.549277509,0.504140955,0.516976145,0.605535636,0.802853315,0.646512211,0.583300356,0.543495509,0.511757438,0.579564186
898,0.285396651,0.388939816,0.439157795,0.578741879,0.557362513,0.495582615,0.694546311,0.615078865,0.71608944,0.493910598,0.416503948,0.766228794,0.709039676,0.582281968,0.626562164,0.542076138,0.581669153,0.531347834,0.835147583,0.572157824,0.397184211,0.523290252,0.573666578,0.464651296
899,0.558813757,0.743088472,0.50690376,0.275482473,0.591401328,0.565270315,0.558587885,0.540154905,0.695629149,0.577498573,0.485967687,0.385432509,0.441662931,0.391861447,0.514434451,0.708832356,0.752739605,0.576862933,0.560840816,0.388561106,0.63042548,0.583549291,0.446441294,0.619286212
900,0.34509684,0.358019429,0.518026528,0.328153479,0.707966557,0.61531727,0.333101945,0.463854299,0.5732217,0.446786783,0.524213942,0.611809632,0.480500529,0.507358277,0.675899432,0.479748894,0.365240003,0.478714682,0.6110498,0.507645734,0.591248697,0.266330193,0.638370783,0.320669412
901,0.405146029,0.611284977,0.356935033,0.70513365,0.57379112,0.664212796,0.768019337,0.573529283,0.507434541,0.591240108,0.59508787,0.548194336,0.501484202,0.401377362,0.633411361,0.546993332,0.532920853,0.522632397,0.635683346,0.560328126,0.546922252,0.46505689,0.306196266,0.416200203
