Site,Quadrat,Species
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Populus deltoides
K1GL,W,Salix nigra
K1GL,W,Salix nigra
K1GL,W,Salix nigra
K1GL,W,Salix nigra
K1GL,W,Salix nigra
K1GL,W,Salix nigra
K1GL,W,Salix nigra
K1GL,W,Salix nigra
K1GL,W,Salix nigra
K1GL,W,Salix nigra
K1UH,1,Daucus carota
K1UH,1,Impatiens pallida
K1UH,1,Urtica dioica
K1UH,2,Alliaria petiolata
K1UH,2,Daucus carota
K1UH,2,Impatiens pallida
K1UH,2,Menispermum canadense
K1UH,2,Urtica dioica
K1UH,3,Daucus carota
K1UH,3,Impatiens pallida
K1UH,3,Pilea pumila
K1UH,3,Urtica dioica
K1UH,4,Daucus carota
K1UH,4,Fallopia japonica
K1UH,4,Impatiens pallida
K1UH,4,Parthenocissus quinquefolia
K1UH,5,Alliaria petiolata
K1UH,5,Fallopia japonica
K1UH,5,Impatiens pallida
K1UH,6,Alliaria petiolata
K1UH,6,Daucus carota
K1UH,6,Fallopia japonica
K1UH,7,Alliaria petiolata
K1UH,7,Fallopia japonica
K1UH,7,Impatiens pallida
K1UH,7,Menispermum canadense
K1UH,8,Impatiens pallida
K1UH,9,Impatiens pallida
K1UH,9,Urtica dioica
K1UH,10,Menispermum canadense
K1UH,10,Parthenocissus quinquefolia
K1UH,10,Urtica dioica
K1UH,11,Impatiens pallida
K1UH,11,Menispermum canadense
K1UH,11,Parthenocissus quinquefolia
K1UH,11,Solanum dulcamara
K1UH,11,Urtica dioica
K1UH,12,Alliaria petiolata
K1UH,12,Impatiens pallida
K1UH,12,Parthenocissus quinquefolia
K1UH,12,Phytolacca americana
K1UH,13,Daucus carota
K1UH,13,Parthenocissus quinquefolia
K1UH,13,Urtica dioica
K1UH,14,Daucus carota
K1UH,14,Impatiens pallida
K1UH,14,Parthenocissus quinquefolia
K1UH,14,Urtica dioica
K1UH,15,Daucus carota
K1UH,15,Urtica dioica
K1UH,16,Daucus carota
K1UH,16,Impatiens pallida
K1UH,16,Urtica dioica
K1UH,17,Daucus carota
K1UH,17,Impatiens pallida
K1UH,17,Urtica dioica
K1UH,18,Daucus carota
K1UH,18,Impatiens pallida
K1UH,18,Menispermum canadense
K1UH,18,Urtica dioica
K1UH,19,Daucus carota
K1UH,19,Urtica dioica
K1UH,20,Daucus carota
K1UH,20,Impatiens pallida
K1UH,W,Acer negundo
K1UH,W,Acer negundo
K1UH,W,Acer negundo
K1UH,W,Acer negundo
K1UL,1,Cyperus strigosus
K1UL,1,Fallopia japonica
K1UL,1,Galium palustre
K1UL,1,Oxalis stricta
K1UL,2,Arisaema triphyllum
K1UL,2,Lythrum salicaria
K1UL,2,SP41
K1UL,3,Calystegia sepium
K1UL,3,Impatiens capensis
K1UL,3,Lysimachia ciliata
K1UL,3,Lythrum salicaria
K1UL,3,Solanum dulcamara
K1UL,3,SP41
K1UL,3,Teucrium canadense
K1UL,4,Fallopia japonica
K1UL,4,Impatiens capensis
K1UL,4,SP41
K1UL,5,Fallopia japonica
K1UL,5,Helianthus giganteus
K1UL,5,Impatiens capensis
K1UL,6,Fallopia japonica
K1UL,6,Impatiens capensis
K1UL,6,Scirpus polyphyllus
K1UL,6,Viola sp.
K1UL,7,Calystegia sepium
K1UL,7,Fallopia japonica
K1UL,8,Fallopia japonica
K1UL,8,Impatiens capensis
K1UL,8,Solidago gigantea
K1UL,8,Teucrium canadense
K1UL,8,Viola sp.
K1UL,9,Fallopia japonica
K1UL,9,Viola sp.
K1UL,10,Fallopia japonica
K1UL,10,Impatiens capensis
K1UL,11,Fallopia japonica
K1UL,11,Impatiens capensis
K1UL,11,Solidago gigantea
K1UL,12,Fallopia japonica
K1UL,12,Impatiens capensis
K1UL,13,Ambrosia trifida
K1UL,13,Fallopia japonica
K1UL,13,Impatiens capensis
K1UL,13,Solidago gigantea
K1UL,14,Calystegia sepium
K1UL,14,Impatiens capensis
K1UL,14,Laportea canadensis
K1UL,14,Lythrum salicaria
K1UL,14,Urtica dioica
K1UL,15,Ambrosia trifida
K1UL,15,Brassica nigra
K1UL,15,Calystegia sepium
K1UL,15,Impatiens capensis
K1UL,15,Lythrum salicaria
K1UL,15,Pastinaca sativa
K1UL,15,Pilea pumila
K1UL,15,Polygonum cespitosum
K1UL,15,Rumex obtusifolius
K1UL,15,SP41
K1UL,15,Stellaria pubera
K1UL,16,Brassica nigra
K1UL,16,Calystegia sepium
K1UL,16,Impatiens capensis
K1UL,16,Oxalis stricta
K1UL,16,Pastinaca sativa
K1UL,16,Pilea pumila
K1UL,16,Polygonum cespitosum
K1UL,16,SP41
K1UL,16,Stellaria pubera
K1UL,17,Ambrosia trifida
K1UL,17,Brassica nigra
K1UL,17,Impatiens capensis
K1UL,17,Lythrum salicaria
K1UL,17,Pilea pumila
K1UL,17,SP41
K1UL,17,Stellaria pubera
K1UL,18,Calystegia sepium
K1UL,18,Impatiens capensis
K1UL,18,SP41
K1UL,18,Stellaria pubera
K1UL,19,Ambrosia trifida
K1UL,19,Brassica nigra
K1UL,19,Calystegia sepium
K1UL,19,Echinocystis lobata
K1UL,19,Oxalis grandis
K1UL,19,Polygonum lapathifolium
K1UL,19,SP41
K1UL,19,Stellaria pubera
K1UL,20,Ambrosia trifida
K1UL,20,Impatiens capensis
K1UL,20,Polygonum lapathifolium
K1UL,20,SP41
K1UL,W,Acer rubrum
K1UL,W,Acer rubrum
K1UL,W,Acer rubrum
K1UL,W,Acer saccharinum
K1UL,W,Acer saccharinum
K1UL,W,Acer saccharinum
K1UL,W,Catalpa speciosa
K2GH,1,Alliaria petiolata
K2GH,1,Parthenocissus quinquefolia
K2GH,1,Solidago flexicaulis
K2GH,2,Parthenocissus quinquefolia
K2GH,3,Alliaria petiolata
K2GH,3,Bromus ciliatus
K2GH,3,Equisetum sp.
K2GH,3,Parthenocissus quinquefolia
K2GH,3,Solidago flexicaulis
K2GH,3,Solidago gigantea
K2GH,4,Alliaria petiolata
K2GH,4,Laportea canadensis
K2GH,4,Maianthemum racemosum ssp. racemosum
K2GH,4,Parthenocissus quinquefolia
K2GH,4,Solidago flexicaulis
K2GH,4,Solidago gigantea
K2GH,5,Amphicarpaea bracteata
K2GH,5,Laportea canadensis
K2GH,5,Parthenocissus quinquefolia
K2GH,6,Amphicarpaea bracteata
K2GH,6,Equisetum sp.
K2GH,6,Fallopia japonica
K2GH,6,Parthenocissus quinquefolia
K2GH,6,Solidago flexicaulis
K2GH,6,Solidago gigantea
K2GH,6,SP61
K2GH,7,Daucus carota
K2GH,7,Fallopia japonica
K2GH,7,Laportea canadensis
K2GH,7,Parthenocissus quinquefolia
K2GH,7,Solidago gigantea
K2GH,8,Daucus carota
K2GH,8,Fallopia japonica
K2GH,8,Maianthemum racemosum ssp. racemosum
K2GH,8,Parthenocissus quinquefolia
K2GH,9,Daucus carota
K2GH,9,Fallopia japonica
K2GH,9,Helianthus strumosus
K2GH,9,Hemerocallis fulva
K2GH,9,Laportea canadensis
K2GH,9,Lysimachia ciliata
K2GH,9,Lysimachia nummularia
K2GH,9,Parthenocissus quinquefolia
K2GH,9,Solidago altissima
K2GH,9,SP61
K2GH,10,Apios americana
K2GH,10,Daucus carota
K2GH,10,Elymus canadensis
K2GH,10,Oxalis stricta
K2GH,10,Pastinaca sativa
K2GH,10,Solidago altissima
K2GH,10,Solidago gigantea
K2GH,10,Symphyotrichum dumosum
K2GH,11,Alliaria petiolata
K2GH,11,Apios americana
K2GH,11,Daucus carota
K2GH,11,Elymus canadensis
K2GH,11,Eutrochium purpureum
K2GH,11,Panicum dichotomiflorum
K2GH,11,Parthenocissus quinquefolia
K2GH,11,Pastinaca sativa
K2GH,11,Solidago altissima
K2GH,11,SP61
K2GH,12,Apios americana
K2GH,12,Digitaria cognata
K2GH,12,Digitaria sanguinalis
K2GH,12,Elymus canadensis
K2GH,12,Helianthus strumosus
K2GH,12,Parthenocissus quinquefolia
K2GH,12,Trifolium repens
K2GH,13,Dactylis glomerata
K2GH,13,Dichanthelium clandestinum
K2GH,13,Elymus canadensis
K2GH,13,Helianthus strumosus
K2GH,13,Parthenocissus quinquefolia
K2GH,13,Solidago altissima
K2GH,14,Solidago gigantea
K2GH,14,SP61
K2GH,15,Cicuta maculata
K2GH,15,Parthenocissus quinquefolia
K2GH,15,SP61
K2GH,16,Apios americana
K2GH,16,Elymus canadensis
K2GH,16,Equisetum sp.
K2GH,16,Parthenocissus quinquefolia
K2GH,16,Solidago gigantea
K2GH,17,Oxalis stricta
K2GH,17,Parthenocissus quinquefolia
K2GH,18,Elymus canadensis
K2GH,18,Oxalis stricta
K2GH,18,Parthenocissus quinquefolia
K2GH,18,Solidago gigantea
K2GH,19,Amphicarpaea bracteata
K2GH,19,Elymus canadensis
K2GH,19,Oenothera biennis
K2GH,19,Parthenocissus quinquefolia
K2GH,19,Rubus sp.
K2GH,20,Amphicarpaea bracteata
K2GH,20,Dactylis glomerata
K2GH,20,Elymus canadensis
K2GH,20,Helianthus strumosus
K2GH,20,Matteuccia struthiopteris
K2GH,20,Solidago gigantea
K2GH,20,SP61
K2GH,W,Acer platanoides
K2GH,W,Acer platanoides
K2GH,W,Acer platanoides
K2GH,W,Betula lenta
K2GH,W,Cornus obliqua
K2GH,W,Cornus obliqua
K2GH,W,Cornus sericea
K2GH,W,Cornus sericea
K2GH,W,Fraxinus americana
K2GH,W,Fraxinus americana
K2GH,W,Fraxinus americana
K2GH,W,Fraxinus americana
K2GH,W,Fraxinus americana
K2GH,W,Fraxinus americana
K2GH,W,Fraxinus americana
K2GH,W,Fraxinus americana
K2GH,W,Fraxinus americana
K2GH,W,Juglans cinerea
K2GH,W,Populus deltoides
K2GH,W,Prunus virginiana
K2GH,W,Prunus virginiana
K2GH,W,Prunus virginiana
K2GH,W,Prunus virginiana
K2GH,W,Prunus virginiana
K2GH,W,Quercus rubra
K2GH,W,Quercus rubra
K2GH,W,Quercus rubra
K2GH,W,Rhamnus cathartica
K2GH,W,Ribes americanum
K2GH,W,Ribes americanum
K2GH,W,Ribes americanum
K2GH,W,Ribes americanum
K2GH,W,Ribes americanum
K2GH,W,Ribes americanum
K2GH,W,Ribes americanum
K2GH,W,Ribes americanum
K2GH,W,Salix alba
K2GH,W,Salix nigra
K2GH,W,Sambucus canadensis
K2GH,W,Tilia americana
K2GH,W,Tilia americana
K2GH,W,Tilia americana
K2GL,1,Panicum dichotomiflorum
K2GL,2,Fallopia japonica
K2GL,3,Fallopia japonica
K2GL,3,Panicum dichotomiflorum
K2GL,3,Parthenocissus quinquefolia
K2GL,4,Dichanthelium clandestinum
K2GL,4,Panicum dichotomiflorum
K2GL,4,SP34
K2GL,5,Panicum dichotomiflorum
K2GL,6,Fallopia japonica
K2GL,6,Panicum dichotomiflorum
K2GL,7,Hemerocallis fulva
K2GL,7,Panicum dichotomiflorum
K2GL,7,Parthenocissus quinquefolia
K2GL,7,SP61
K2GL,7,Vitis riparia
K2GL,8,Fallopia japonica
K2GL,8,Hemerocallis fulva
K2GL,8,Panicum dichotomiflorum
K2GL,8,Parthenocissus quinquefolia
K2GL,8,Polygonum virginianum
K2GL,9,Panicum dichotomiflorum
K2GL,9,SP34
K2GL,10,SP34
K2GL,11,Panicum dichotomiflorum
K2GL,11,Parthenocissus quinquefolia
K2GL,11,SP34
K2GL,12,Dichanthelium clandestinum
K2GL,12,Galium palustre
K2GL,12,SP34
K2GL,13,Lysimachia vulgaris
K2GL,13,Lythrum salicaria
K2GL,13,Panicum dichotomiflorum
K2GL,14,Lysimachia ciliata
K2GL,14,Parthenocissus quinquefolia
K2GL,14,SP34
K2GL,16,Lythrum salicaria
K2GL,16,Panicum dichotomiflorum
K2GL,16,SP34
K2GL,17,SP34
K2GL,19,Fallopia japonica
K2GL,19,Parthenocissus quinquefolia
K2GL,20,Fallopia japonica
K2GL,W,Acer saccharinum
K2GL,W,Acer saccharinum
K2GL,W,Carpinus caroliniana
K2GL,W,Cornus obliqua
K2GL,W,Cornus obliqua
K2GL,W,Cornus obliqua
K2GL,W,Cornus obliqua
K2GL,W,Cornus obliqua
K2GL,W,Cornus obliqua
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Cornus sericea
K2GL,W,Fraxinus americana
K2GL,W,Rosa multiflora
K2GL,W,Rosa multiflora
K2GL,W,Salix nigra
K2UH,1,Dryopteris carthusiana
K2UH,1,Onoclea sensibilis
K2UH,3,Arisaema triphyllum
K2UH,3,Dryopteris carthusiana
K2UH,3,Onoclea sensibilis
K2UH,4,Thelypteris noveboracensis
K2UH,5,Dryopteris carthusiana
K2UH,5,Onoclea sensibilis
K2UH,6,Alliaria petiolata
K2UH,7,Alliaria petiolata
K2UH,7,Arisaema triphyllum
K2UH,7,Dryopteris carthusiana
K2UH,7,Impatiens capensis
K2UH,8,Alliaria petiolata
K2UH,8,Daucus carota
K2UH,8,Dryopteris carthusiana
K2UH,8,Impatiens capensis
K2UH,8,Solidago flexicaulis
K2UH,9,Alliaria petiolata
K2UH,9,Daucus carota
K2UH,9,Onoclea sensibilis
K2UH,9,Parthenocissus quinquefolia
K2UH,9,Sinapis arvensis
K2UH,9,Solidago flexicaulis
K2UH,10,Daucus carota
K2UH,10,Dryopteris carthusiana
K2UH,10,Geum laciniatum
K2UH,10,Onoclea sensibilis
K2UH,10,Parthenocissus quinquefolia
K2UH,11,Dryopteris carthusiana
K2UH,11,Impatiens capensis
K2UH,12,Arisaema triphyllum
K2UH,12,Daucus carota
K2UH,12,Lysimachia nummularia
K2UH,13,Daucus carota
K2UH,13,Impatiens capensis
K2UH,13,Solidago flexicaulis
K2UH,14,Alliaria petiolata
K2UH,14,Arisaema triphyllum
K2UH,14,Daucus carota
K2UH,14,Geranium maculatum
K2UH,15,Alliaria petiolata
K2UH,15,Arisaema triphyllum
K2UH,15,Athyrium filix-femina
K2UH,15,Daucus carota
K2UH,15,Geranium maculatum
K2UH,15,Glechoma hederacea
K2UH,15,Lysimachia nummularia
K2UH,15,Onoclea sensibilis
K2UH,15,Parthenocissus quinquefolia
K2UH,16,Arisaema triphyllum
K2UH,16,Athyrium filix-femina
K2UH,16,Daucus carota
K2UH,16,Galium triflorum
K2UH,16,Geranium maculatum
K2UH,16,Parthenocissus quinquefolia
K2UH,17,Athyrium filix-femina
K2UH,17,Daucus carota
K2UH,17,Parthenocissus quinquefolia
K2UH,18,Athyrium filix-femina
K2UH,18,Daucus carota
K2UH,18,Impatiens capensis
K2UH,18,Parthenocissus quinquefolia
K2UH,18,Urtica dioica
K2UH,19,Daucus carota
K2UH,19,Urtica dioica
K2UH,20,Daucus carota
K2UH,20,Parthenocissus quinquefolia
K2UH,20,Rubus occidentalis
K2UH,20,Urtica dioica
K2UH,W,Acer platanoides
K2UH,W,Acer platanoides
K2UH,W,Acer platanoides
K2UH,W,Cornus obliqua
K2UH,W,Cornus obliqua
K2UH,W,Cornus obliqua
K2UH,W,Cornus obliqua
K2UH,W,Cornus obliqua
K2UH,W,Cornus obliqua
K2UH,W,Cornus obliqua
K2UH,W,Cornus obliqua
K2UH,W,Cornus sericea
K2UH,W,Cornus sericea
K2UH,W,Cornus sericea
K2UH,W,Cornus sericea
K2UH,W,Cornus sericea
K2UH,W,Cornus sericea
K2UH,W,Cornus sericea
K2UH,W,Cornus sericea
K2UH,W,Fraxinus americana
K2UH,W,Fraxinus americana
K2UH,W,Fraxinus americana
K2UH,W,Malus pumila
K2UH,W,Prunus virginiana
K2UH,W,Prunus virginiana
K2UH,W,Prunus virginiana
K2UH,W,Prunus virginiana
K2UH,W,Prunus virginiana
K2UH,W,Prunus virginiana
K2UH,W,Prunus virginiana
K2UH,W,Sambucus canadensis
K2UH,W,Ulmus rubra
K2UL,1,Matteuccia struthiopteris
K2UL,1,Parthenocissus quinquefolia
K2UL,1,Toxicodendron radicans
K2UL,2,Matteuccia struthiopteris
K2UL,2,SP34
K2UL,2,SP61
K2UL,2,Toxicodendron radicans
K2UL,3,Fallopia japonica
K2UL,4,Circaea lutetiana
K2UL,4,Matteuccia struthiopteris
K2UL,4,Parthenocissus quinquefolia
K2UL,4,Toxicodendron radicans
K2UL,5,Daucus carota
K2UL,5,Matteuccia struthiopteris
K2UL,5,Parthenocissus quinquefolia
K2UL,6,Matteuccia struthiopteris
K2UL,6,Panicum dichotomiflorum
K2UL,6,Parthenocissus quinquefolia
K2UL,6,Polygonum virginianum
K2UL,7,Daucus carota
K2UL,7,Parthenocissus quinquefolia
K2UL,7,Sanicula odorata
K2UL,7,Solidago gigantea
K2UL,7,Symphyotrichum dumosum
K2UL,8,Daucus carota
K2UL,8,Matteuccia struthiopteris
K2UL,8,Parthenocissus quinquefolia
K2UL,8,Solidago gigantea
K2UL,9,Panicum dichotomiflorum
K2UL,9,Parthenocissus quinquefolia
K2UL,9,SP61
K2UL,10,Panicum dichotomiflorum
K2UL,10,Parthenocissus quinquefolia
K2UL,10,SP61
K2UL,11,Matteuccia struthiopteris
K2UL,11,Parthenocissus quinquefolia
K2UL,12,Matteuccia struthiopteris
K2UL,12,Onoclea sensibilis
K2UL,12,Parthenocissus quinquefolia
K2UL,12,SP34
K2UL,13,Matteuccia struthiopteris
K2UL,13,Onoclea sensibilis
K2UL,13,Parthenocissus quinquefolia
K2UL,14,Fallopia japonica
K2UL,14,Matteuccia struthiopteris
K2UL,14,Parthenocissus quinquefolia
K2UL,15,Fallopia japonica
K2UL,15,Matteuccia struthiopteris
K2UL,15,Parthenocissus quinquefolia
K2UL,16,Amphicarpaea bracteata
